,Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
732,938,Volkswagen Vento,Volkswagen,Vento,10,98000,Individual,Petrol,Manual,15.04,1598,103.6,5,360000
733,939,Honda Jazz,Honda,Jazz,5,66000,Dealer,Petrol,Manual,16.0,1198,90.0,5,530000
734,940,BMW X1,BMW,X1,4,30000,Individual,Diesel,Automatic,20.68,1995,188.0,5,2700000
735,941,Mahindra Bolero,Mahindra,Bolero,6,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,551000
736,942,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,41315,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1050000
737,943,Hyundai Creta,Hyundai,Creta,3,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,1000000
738,944,Maruti Alto,Maruti,Alto,17,80000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
739,945,Maruti Eeco,Maruti,Eeco,6,60000,Individual,CNG,Manual,20.0,1196,63.0,5,250000
740,947,Maruti Wagon R,Maruti,Wagon R,5,35000,Dealer,Petrol,Manual,21.5,1197,81.8,5,390000
741,948,Audi Q7,Audi,Q7,7,120000,Individual,Diesel,Automatic,12.07,2967,241.4,7,2400000
742,949,Hyundai Verna,Hyundai,Verna,13,80000,Individual,Petrol,Manual,13.9,1599,103.2,5,130000
743,951,Maruti Swift Dzire,Maruti,Swift Dzire,4,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
744,952,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,35400,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1385000
745,954,BMW 7,BMW,7,4,18000,Dealer,Diesel,Automatic,17.66,2993,355.37,4,6900000
746,955,Maruti Swift,Maruti,Swift,5,37000,Dealer,Petrol,Manual,18.6,1197,85.8,5,495000
747,957,Honda WR-V,Honda,WR-V,4,10000,Individual,Petrol,Manual,17.5,1199,88.7,5,800000
748,958,Renault KWID,Renault,KWID,4,40000,Individual,Petrol,Manual,23.01,999,67.0,5,260000
749,959,Maruti Alto,Maruti,Alto,18,120000,Individual,Petrol,Manual,19.7,796,46.3,5,65000
750,960,Hyundai Grand,Hyundai,Grand,5,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,460000
751,961,Hyundai i20,Hyundai,i20,7,100000,Individual,Diesel,Manual,21.9,1396,88.76,5,450000
752,963,Maruti Wagon R,Maruti,Wagon R,14,55000,Dealer,Petrol,Manual,18.9,1061,67.0,5,105000
753,964,Honda CR-V,Honda,CR-V,4,34000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1775000
754,965,Ford Ecosport,Ford,Ecosport,5,67000,Dealer,Diesel,Manual,22.77,1498,98.59,5,525000
755,966,Renault KWID,Renault,KWID,4,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,341000
756,968,Hyundai Creta,Hyundai,Creta,5,20699,Dealer,Petrol,Manual,15.29,1591,121.3,5,775000
757,969,Toyota Fortuner,Toyota,Fortuner,10,75000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1099000
758,970,Honda Amaze,Honda,Amaze,7,89000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
759,971,Skoda Rapid,Skoda,Rapid,4,59000,Dealer,Petrol,Automatic,14.3,1598,103.6,5,599000
760,972,Mahindra Scorpio,Mahindra,Scorpio,7,120000,Individual,Diesel,Manual,15.4,2523,75.0,9,750000
761,975,Maruti Swift,Maruti,Swift,4,68791,Dealer,Diesel,Manual,25.2,1248,74.0,5,510000
762,976,Maruti Alto,Maruti,Alto,2,10300,Individual,Petrol,Manual,24.7,796,47.3,5,300000
763,977,Maruti Ertiga,Maruti,Ertiga,2,25000,Individual,Diesel,Manual,25.47,1248,88.5,7,1100000
764,979,Maruti Swift Dzire,Maruti,Swift Dzire,7,36000,Dealer,Petrol,Manual,17.5,1197,85.8,5,435000
765,980,Honda Jazz,Honda,Jazz,10,60000,Individual,Petrol,Manual,16.0,1198,90.0,5,320000
766,981,Maruti Alto,Maruti,Alto,5,25000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
767,982,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,48000,Dealer,Diesel,Automatic,16.1,1950,191.7,5,3750000
768,983,Honda CR-V,Honda,CR-V,4,90000,Dealer,Petrol,Automatic,10.1,2354,152.0,5,1490000
769,984,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,550000
770,985,Hyundai Verna,Hyundai,Verna,6,90000,Individual,Diesel,Manual,23.9,1582,126.2,5,525000
771,986,Hyundai Verna,Hyundai,Verna,9,96000,Individual,Diesel,Manual,22.32,1582,126.32,5,415000
772,988,Maruti Alto,Maruti,Alto,6,90000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
773,990,Maruti Ertiga,Maruti,Ertiga,4,41000,Dealer,Petrol,Manual,16.02,1373,93.7,7,695000
774,991,Hyundai i10,Hyundai,i10,13,30000,Individual,Petrol,Manual,19.81,1086,68.05,5,160000
775,992,Hyundai i10,Hyundai,i10,10,29000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000
776,993,Maruti Wagon R,Maruti,Wagon R,9,59000,Individual,Petrol,Manual,18.9,998,67.1,5,300000
777,994,Hyundai i20,Hyundai,i20,3,12000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000
778,996,Maruti Wagon R,Maruti,Wagon R,3,45874,Dealer,CNG,Manual,26.6,998,58.16,5,357000
779,997,Honda Amaze,Honda,Amaze,5,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
780,998,Ford Figo,Ford,Figo,10,10000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
781,1001,Maruti Ciaz,Maruti,Ciaz,4,40000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,770000
782,1003,Mahindra XUV300,Mahindra,XUV300,2,25000,Individual,Petrol,Manual,17.0,1197,110.0,5,1140000
783,1006,Maruti Swift,Maruti,Swift,10,150000,Individual,Diesel,Manual,17.8,1248,75.0,5,200000
784,1007,Ford Ecosport,Ford,Ecosport,4,40000,Individual,Petrol,Manual,15.85,1499,110.4,5,700000
785,1008,Maruti Swift Dzire,Maruti,Swift Dzire,8,65000,Individual,Diesel,Manual,23.4,1248,74.0,5,480000
786,1010,Hyundai i20,Hyundai,i20,4,45000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
787,1013,Maruti Swift,Maruti,Swift,7,80000,Dealer,Diesel,Manual,25.2,1248,74.0,5,410000
788,1014,Honda City,Honda,City,5,60000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000
789,1015,Maruti Baleno,Maruti,Baleno,6,38819,Dealer,Petrol,Manual,21.4,1197,83.1,5,510000
790,1016,Honda WR-V,Honda,WR-V,2,5700,Dealer,Petrol,Manual,17.5,1199,88.7,5,875000
791,1018,Maruti Baleno,Maruti,Baleno,4,24000,Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
792,1019,Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,295000
793,1021,Tata Tiago,Tata,Tiago,4,35000,Individual,Petrol,Manual,23.84,1199,84.0,5,380000
794,1022,Mahindra Scorpio,Mahindra,Scorpio,7,70000,Individual,Diesel,Manual,14.0,2523,75.0,7,650000
795,1023,BMW 7,BMW,7,10,78251,Dealer,Diesel,Automatic,14.49,2993,258.0,5,1600000
796,1025,Hyundai Verna,Hyundai,Verna,8,59867,Dealer,Diesel,Manual,22.32,1582,126.32,5,450000
797,1026,Maruti S-Presso,Maruti,S-Presso,2,8400,Individual,Petrol,Manual,21.7,998,67.0,5,420000
798,1027,Maruti Celerio,Maruti,Celerio,7,9000,Individual,Petrol,Automatic,23.1,998,67.04,5,360000
799,1028,Maruti Celerio,Maruti,Celerio,6,17000,Individual,Petrol,Automatic,23.1,998,67.04,5,425000
800,1029,Tata Safari,Tata,Safari,9,94000,Individual,Diesel,Manual,13.93,2179,138.03,7,250000
801,1030,Volkswagen Polo,Volkswagen,Polo,9,35000,Individual,Diesel,Manual,22.07,1199,73.9,5,290000
802,1031,Honda Amaze,Honda,Amaze,2,25000,Dealer,Petrol,Manual,18.6,1199,88.76,5,640000
803,1032,Maruti Wagon R,Maruti,Wagon R,16,90000,Individual,Petrol,Manual,14.0,1061,64.0,5,80000
804,1033,Mahindra XUV500,Mahindra,XUV500,8,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,700000
805,1034,Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
806,1035,Maruti Swift Dzire,Maruti,Swift Dzire,7,78916,Individual,Diesel,Manual,23.4,1248,74.0,5,300000
807,1036,Hyundai Verna,Hyundai,Verna,4,19000,Individual,Petrol,Manual,17.0,1591,121.3,5,900000
808,1037,Maruti Swift,Maruti,Swift,13,75900,Individual,Petrol,Manual,16.1,1298,88.2,5,240000
809,1038,Hyundai i20,Hyundai,i20,4,33230,Dealer,Petrol,Manual,18.6,1197,81.83,5,655000
810,1039,Ford Figo,Ford,Figo,6,58000,Individual,Petrol,Manual,18.16,1196,86.8,5,290000
811,1040,Maruti Alto,Maruti,Alto,18,90000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
812,1041,Hyundai Grand,Hyundai,Grand,4,17000,Individual,Petrol,Manual,18.9,1197,82.0,5,425000
813,1042,Maruti Swift Dzire,Maruti,Swift Dzire,7,114605,Dealer,Petrol,Manual,19.1,1197,85.8,5,380000
814,1043,Kia Seltos,Kia,Seltos,2,19000,Individual,Diesel,Manual,20.8,1493,113.4,5,1250000
815,1045,Maruti Vitara,Maruti,Vitara,4,35000,Individual,Diesel,Manual,24.3,1248,88.5,5,884000
816,1046,Mahindra Bolero,Mahindra,Bolero,3,50000,Individual,Diesel,Manual,16.5,1493,70.0,7,800000
817,1047,Honda City,Honda,City,8,74000,Dealer,Petrol,Manual,16.9,1497,100.0,5,580000
818,1049,Maruti Wagon R,Maruti,Wagon R,2,6000,Dealer,Petrol,Manual,20.52,1197,81.8,5,500000
819,1050,BMW 5,BMW,5,3,7000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4750000
820,1051,Hyundai Grand,Hyundai,Grand,7,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,540000
821,1052,Datsun GO,Datsun,GO,6,70000,Individual,Petrol,Manual,20.62,1198,67.0,7,300000
822,1053,Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,640000
823,1054,Maruti Vitara,Maruti,Vitara,3,34000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,875000
824,1055,Maruti Vitara,Maruti,Vitara,4,39000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
825,1057,Tata Tiago,Tata,Tiago,1,10000,Individual,Petrol,Manual,23.84,1199,83.83,5,535000
826,1058,Honda City,Honda,City,12,66000,Dealer,Petrol,Manual,17.0,1497,118.0,5,262000
827,1059,Maruti Ciaz,Maruti,Ciaz,5,38000,Dealer,Diesel,Manual,28.09,1248,88.5,5,591000
828,1060,Hyundai i20,Hyundai,i20,8,110000,Individual,Diesel,Manual,21.9,1396,88.76,5,350000
829,1061,Maruti Ertiga,Maruti,Ertiga,3,25000,Individual,Petrol,Manual,17.5,1373,91.1,7,720000
830,1062,Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Manual,22.1,1396,88.7,5,1050000
831,1063,Audi A4,Audi,A4,10,61000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1000000
832,1064,Tata Tiago,Tata,Tiago,3,63000,Individual,Diesel,Manual,27.28,1047,69.0,5,380000
833,1066,Maruti Vitara,Maruti,Vitara,2,7980,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
834,1067,Maruti Alto,Maruti,Alto,5,30000,Individual,Petrol,Manual,22.74,796,47.3,5,225000
835,1068,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,60000,Dealer,Petrol,Manual,12.3,1796,185.0,5,890000
836,1069,Maruti Swift,Maruti,Swift,4,45000,Dealer,Diesel,Manual,28.4,1248,74.0,5,560000
837,1070,Maruti Baleno,Maruti,Baleno,15,43000,Individual,Petrol,Manual,15.4,1590,94.0,5,120000
838,1071,Ford Endeavour,Ford,Endeavour,10,62000,Dealer,Diesel,Automatic,11.4,2953,153.86,7,425000
839,1072,Tata Nexon,Tata,Nexon,2,6507,Dealer,Petrol,Automatic,17.0,1198,108.5,5,875000
840,1073,Ford Aspire,Ford,Aspire,3,8000,Individual,Petrol,Manual,18.16,1196,86.8,5,590000
841,1076,Honda City,Honda,City,9,51000,Dealer,Petrol,Manual,16.8,1497,116.3,5,440000
842,1077,Maruti Wagon R,Maruti,Wagon R,12,120000,Individual,LPG,Manual,17.3,1061,57.5,5,110000
843,1078,Maruti Wagon R,Maruti,Wagon R,6,114183,Individual,Petrol,Manual,21.79,998,67.05,5,350000
844,1079,Hyundai Grand,Hyundai,Grand,1,15000,Individual,Petrol,Automatic,20.7,1197,81.86,5,650000
845,1081,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,49000,Dealer,Diesel,Automatic,10.0,2148,170.0,5,3975000
846,1082,Honda City,Honda,City,12,75000,Dealer,Petrol,Manual,17.0,1497,118.0,5,260000
847,1085,Hyundai Grand,Hyundai,Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,405000
848,1087,Toyota Innova,Toyota,Innova,2,29250,Dealer,Diesel,Manual,13.68,2393,147.8,8,1950000
849,1089,Mahindra XUV500,Mahindra,XUV500,5,100000,Individual,Diesel,Automatic,16.0,1997,140.0,7,1180000
850,1090,Mahindra Scorpio,Mahindra,Scorpio,4,50000,Individual,Diesel,Manual,15.4,2179,120.0,7,970000
851,1092,Maruti Swift Dzire,Maruti,Swift Dzire,13,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,165000
852,1093,Honda City,Honda,City,5,55000,Dealer,Petrol,Manual,17.8,1497,117.3,5,650000
853,1094,Hyundai Elantra,Hyundai,Elantra,4,43500,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1245000
854,1095,Maruti Vitara,Maruti,Vitara,5,70000,Dealer,Diesel,Manual,24.3,1248,88.5,5,680000
855,1097,Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,500000
856,1099,Hyundai i10,Hyundai,i10,9,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,200000
857,1100,Maruti Wagon R,Maruti,Wagon R,10,53000,Dealer,Petrol,Manual,20.51,998,67.04,5,275000
858,1102,Hyundai Venue,Hyundai,Venue,1,5000,Dealer,Diesel,Manual,23.7,1493,98.6,5,890000
859,1103,Hyundai Verna,Hyundai,Verna,8,58000,Dealer,Diesel,Manual,22.32,1582,126.3,5,360000
860,1104,Hyundai i20,Hyundai,i20,2,15000,Dealer,Petrol,Manual,18.6,1197,81.86,5,620000
861,1105,Hyundai Grand,Hyundai,Grand,6,55000,Dealer,Petrol,Manual,18.9,1197,82.0,5,360000
862,1106,Datsun RediGO,Datsun,RediGO,2,10000,Individual,Petrol,Manual,22.7,799,53.64,5,260000
863,1107,Maruti Swift Dzire,Maruti,Swift Dzire,4,46122,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000
864,1109,Maruti Vitara,Maruti,Vitara,5,74962,Dealer,Diesel,Manual,24.3,1248,88.5,5,681000
865,1110,Maruti Eeco,Maruti,Eeco,6,40000,Individual,Petrol,Manual,15.37,1196,73.0,7,215000
866,1111,Toyota Fortuner,Toyota,Fortuner,3,39000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3050000
867,1112,Hyundai Santro,Hyundai,Santro,11,70000,Individual,Petrol,Manual,17.92,1086,62.1,5,225000
868,1113,Maruti Ertiga,Maruti,Ertiga,8,60000,Dealer,Diesel,Manual,20.77,1248,88.8,7,400000
869,1114,Ford Ecosport,Ford,Ecosport,5,23256,Trustmark Dealer,Petrol,Manual,17.0,1497,121.36,5,585000
870,1117,Maruti Vitara,Maruti,Vitara,5,84000,Individual,Diesel,Manual,24.3,1248,88.5,5,525000
871,1118,Renault Duster,Renault,Duster,6,56308,Dealer,Diesel,Manual,20.45,1461,83.8,5,440000
872,1120,Honda City,Honda,City,7,46000,Individual,Diesel,Manual,26.0,1498,98.6,5,501000
873,1121,Maruti Wagon R,Maruti,Wagon R,14,80000,Dealer,Petrol,Manual,21.79,998,67.05,5,85000
874,1122,Mahindra Scorpio,Mahindra,Scorpio,5,90000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000
875,1124,Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,325000
876,1127,Maruti Alto,Maruti,Alto,16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,90000
877,1128,Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000
878,1129,Tata Tiago,Tata,Tiago,2,15000,Individual,Petrol,Manual,23.84,1199,84.0,5,600000
879,1130,Skoda Rapid,Skoda,Rapid,8,52000,Dealer,Petrol,Manual,15.0,1598,103.5,5,425000
880,1131,Hyundai i20,Hyundai,i20,6,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,526000
881,1132,Honda Amaze,Honda,Amaze,8,73100,Dealer,Diesel,Manual,25.8,1498,98.6,5,324000
882,1133,Toyota Fortuner,Toyota,Fortuner,3,39000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3040000
883,1135,Maruti Ciaz,Maruti,Ciaz,6,49000,Dealer,Diesel,Manual,28.09,1248,88.5,5,565000
884,1136,Hyundai Verna,Hyundai,Verna,8,100000,Individual,Diesel,Manual,22.32,1582,126.3,5,500000
885,1137,Maruti Dzire LXI,Maruti,Dzire LXI,6,50000,Dealer,Petrol,Manual,23.26,1197,88.5,5,385000
886,1138,Volkswagen Polo,Volkswagen,Polo,4,66900,Individual,Diesel,Manual,20.14,1498,88.0,5,700000
887,1139,Hyundai Creta,Hyundai,Creta,4,46000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1095000
888,1140,Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000
889,1141,Hyundai i10,Hyundai,i10,11,28400,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
890,1142,MG Hector,MG,Hector,1,4800,Dealer,Petrol,Manual,15.81,1451,141.0,5,1800000
891,1143,Volkswagen Polo,Volkswagen,Polo,9,62000,Dealer,Petrol,Manual,16.47,1198,73.9,5,310000
892,1145,Hyundai Verna,Hyundai,Verna,5,25000,Individual,Petrol,Manual,17.01,1591,121.3,5,780000
893,1146,Maruti Swift,Maruti,Swift,6,45864,Dealer,Petrol,Manual,20.4,1197,83.11,5,450000
894,1147,Renault Duster,Renault,Duster,7,185000,Individual,Diesel,Manual,20.45,1461,83.8,5,310000
895,1148,Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,12.05,2179,120.0,8,556000
896,1149,Mahindra XUV500,Mahindra,XUV500,7,170000,Individual,Diesel,Manual,15.1,2179,140.0,7,825000
897,1150,Land Rover Rover,Land Rover,Rover,7,82000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2590000
898,1151,Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,12.05,2179,120.0,8,465000
899,1152,Honda Amaze,Honda,Amaze,5,13433,Dealer,Petrol,Manual,17.8,1198,86.7,5,551000
900,1153,Hyundai i20,Hyundai,i20,6,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,600000
901,1154,Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Manual,20.3,1086,68.0,5,410000
902,1155,Maruti Swift,Maruti,Swift,3,32400,Dealer,Petrol,Manual,22.0,1197,81.8,5,575000
903,1156,Mahindra Thar,Mahindra,Thar,7,60000,Individual,Diesel,Manual,16.55,2498,105.0,6,700000
904,1157,Toyota Innova,Toyota,Innova,4,50000,Dealer,Petrol,Automatic,10.75,2694,163.7,8,1495000
905,1158,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,70000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,4100000
906,1159,Mahindra Scorpio,Mahindra,Scorpio,4,56000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1150000
907,1160,Maruti Alto,Maruti,Alto,7,34000,Dealer,Petrol,Manual,23.95,998,67.05,5,251000
908,1162,Hyundai Grand,Hyundai,Grand,6,59000,Dealer,Petrol,Manual,18.9,1197,82.0,5,425000
909,1164,Hyundai Grand,Hyundai,Grand,2,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,600000
910,1165,Maruti Ciaz,Maruti,Ciaz,6,48767,Dealer,Diesel,Manual,26.21,1248,88.5,5,681000
911,1166,Honda Jazz,Honda,Jazz,6,88541,Dealer,Diesel,Manual,27.3,1498,98.6,5,500000
912,1168,Maruti Swift,Maruti,Swift,8,57300,Dealer,Diesel,Manual,28.4,1248,74.0,5,340000
913,1169,Hyundai Creta,Hyundai,Creta,5,66500,Dealer,Petrol,Automatic,13.0,1591,121.3,5,998000
914,1170,Hyundai i20,Hyundai,i20,7,24000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
915,1171,Honda Amaze,Honda,Amaze,7,27233,Dealer,Diesel,Manual,25.8,1498,98.6,5,445000
916,1172,Hyundai Creta,Hyundai,Creta,5,43031,Dealer,Diesel,Manual,21.38,1396,88.7,5,1050000
917,1173,Mahindra XUV500,Mahindra,XUV500,6,25000,Individual,Diesel,Manual,16.0,2179,140.0,7,1400000
918,1175,Ford Figo,Ford,Figo,8,43434,Individual,Diesel,Manual,20.0,1399,68.1,5,280000
919,1176,Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
920,1177,Honda Jazz,Honda,Jazz,10,80000,Individual,Petrol,Manual,16.7,1198,88.8,5,250000
921,1180,Volkswagen Polo,Volkswagen,Polo,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,245000
922,1181,Volkswagen Polo,Volkswagen,Polo,8,90000,Individual,Diesel,Manual,22.07,1199,73.9,5,250000
923,1182,Tata Tiago,Tata,Tiago,4,22000,Dealer,Diesel,Manual,27.28,1047,69.0,5,475000
924,1183,Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,15.96,2523,63.0,9,600000
925,1184,Mahindra XUV500,Mahindra,XUV500,8,51674,Dealer,Diesel,Manual,15.1,2179,140.0,7,570000
926,1187,Datsun RediGO,Datsun,RediGO,5,10000,Individual,Petrol,Manual,22.7,799,53.64,5,245000
927,1190,Hyundai i20,Hyundai,i20,8,35858,Dealer,Petrol,Manual,18.5,1197,82.85,5,350000
928,1191,Maruti Ciaz,Maruti,Ciaz,3,35000,Individual,Petrol,Automatic,20.28,1462,103.25,5,1000000
929,1192,Hyundai Verna,Hyundai,Verna,3,18329,Dealer,Diesel,Manual,22.0,1582,126.2,5,990000
930,1194,Toyota Innova,Toyota,Innova,3,49000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2050000
931,1195,Mahindra Thar,Mahindra,Thar,9,50000,Individual,Diesel,Manual,16.55,2498,105.0,6,500000
932,1196,Volkswagen Vento,Volkswagen,Vento,10,50000,Individual,Petrol,Manual,15.04,1598,103.6,5,385000
933,1197,Maruti Alto,Maruti,Alto,8,47000,Dealer,Petrol,Manual,20.92,998,67.1,5,280000
934,1198,Maruti Swift,Maruti,Swift,7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,465000
935,1201,Ford Ecosport,Ford,Ecosport,5,72000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000
936,1202,Honda City,Honda,City,12,69000,Dealer,Petrol,Manual,17.0,1497,118.0,5,300000
937,1203,Audi Q7,Audi,Q7,10,65000,Dealer,Diesel,Automatic,11.33,4134,335.2,7,1890000
938,1206,Maruti Wagon R,Maruti,Wagon R,9,100000,Individual,Petrol,Manual,18.9,998,67.1,5,225000
939,1207,Maruti Baleno,Maruti,Baleno,1,1500,Individual,Petrol,Manual,21.01,1197,81.8,5,624000
940,1209,Hyundai Aura,Hyundai,Aura,1,4500,Individual,Petrol,Manual,20.5,1197,81.86,5,900000
941,1210,Audi A4,Audi,A4,9,23994,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1275000
942,1211,Tata Safari,Tata,Safari,6,100000,Individual,Diesel,Manual,14.0,2179,138.1,7,585000
943,1212,Hyundai Verna,Hyundai,Verna,7,70355,Dealer,Diesel,Manual,22.32,1582,126.32,5,527000
944,1216,Maruti Vitara,Maruti,Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,720000
945,1217,Maruti Vitara,Maruti,Vitara,3,39000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000
946,1218,Mahindra KUV100,Mahindra,KUV100,2,17000,Individual,Diesel,Manual,25.32,1198,77.0,6,600000
947,1219,Honda Amaze,Honda,Amaze,2,10000,Individual,Petrol,Manual,19.5,1199,88.76,5,650000
948,1220,Mahindra KUV,Mahindra,KUV,4,20000,Individual,Petrol,Manual,18.15,1198,82.0,6,380000
949,1221,Hyundai i20,Hyundai,i20,3,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
950,1222,Maruti Alto,Maruti,Alto,7,52000,Dealer,Petrol,Manual,23.95,998,67.05,5,244000
951,1223,Maruti Alto,Maruti,Alto,7,50080,Individual,Petrol,Manual,22.74,796,47.3,5,225000
952,1224,Hyundai i10,Hyundai,i10,11,90000,Individual,Petrol,Manual,19.81,1086,68.05,5,130000
953,1225,Volkswagen Vento,Volkswagen,Vento,6,67000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,565000
954,1226,Maruti Celerio,Maruti,Celerio,4,20000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
955,1227,Hyundai Creta,Hyundai,Creta,2,39000,Dealer,Petrol,Manual,15.8,1591,121.3,5,920000
956,1228,Mahindra Scorpio,Mahindra,Scorpio,4,36000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1241000
957,1229,Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Automatic,22.0,1197,81.8,5,630000
958,1231,Maruti Baleno,Maruti,Baleno,2,18458,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,610000
959,1233,Volvo XC,Volvo,XC,6,54694,Dealer,Diesel,Manual,11.1,2400,200.0,7,2400000
960,1234,Maruti Wagon R,Maruti,Wagon R,6,18650,Dealer,Petrol,Manual,21.5,1197,81.8,5,299000
961,1235,Honda City,Honda,City,2,23000,Individual,Petrol,Manual,17.4,1497,117.6,5,960000
962,1236,Honda WR-V,Honda,WR-V,3,24000,Dealer,Petrol,Manual,17.5,1199,88.7,5,775000
963,1237,Mahindra XUV500,Mahindra,XUV500,3,40000,Individual,Diesel,Manual,16.0,2179,140.0,7,1321000
964,1238,Mahindra XUV500,Mahindra,XUV500,8,148736,Individual,Diesel,Manual,15.1,2179,140.0,7,700000
965,1239,Honda City,Honda,City,5,80000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,680000
966,1240,Hyundai Grand,Hyundai,Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,451000
967,1241,Maruti Vitara,Maruti,Vitara,4,32000,Individual,Diesel,Manual,24.3,1248,88.5,5,925000
968,1243,Renault Duster,Renault,Duster,8,95000,Dealer,Diesel,Manual,19.01,1461,108.45,5,295000
969,1244,Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,635000
970,1246,Mahindra Scorpio,Mahindra,Scorpio,11,186000,Individual,Diesel,Manual,12.05,2179,120.0,8,400000
